activation,dominance,valence,gender,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
3.5,4,2.5,F,4.917,2,4.333,5.5,2.917
3,3.5,2.5,M,5.083,1.583,2.167,6.25,2.833
4,3.5,2.5,F,4.917,2,4.333,5.5,2.917
3,2.5,3.5,M,5.083,1.583,2.167,6.25,2.833
3.5,3,2.5,M,5.083,1.583,2.167,6.25,2.833
3,3,2.5,F,4.917,2,4.333,5.5,2.917
4.5,3.5,1.5,M,5.083,1.583,2.167,6.25,2.833
3.5,3,3,F,4.917,2,4.333,5.5,2.917
3.5,4.5,2.5,F,4.917,2,4.333,5.5,2.917
2.5,3,2.5,M,5.083,1.583,2.167,6.25,2.833
3.5,4,2.5,F,4.917,2,4.333,5.5,2.917
3,3.5,4,M,5.083,1.583,2.167,6.25,2.833
3,3.5,2.5,F,4.917,2,4.333,5.5,2.917
4.5,3.5,2.5,M,5.083,1.583,2.167,6.25,2.833
4,4,2.5,F,4.917,2,4.333,5.5,2.917
3.5,4,2.5,F,4.917,2,4.333,5.5,2.917
3.5,3.5,2.5,M,5.083,1.583,2.167,6.25,2.833
3,4,2.5,M,5.083,1.583,2.167,6.25,2.833
2.5,3,2.5,F,4.917,2,4.333,5.5,2.917
3.5,3,3,M,5.083,1.583,2.167,6.25,2.833
4,4.5,2.5,F,4.917,2,4.333,5.5,2.917
3,3,2,M,5.083,1.583,2.167,6.25,2.833
4.5,4,2.5,M,5.083,1.583,2.167,6.25,2.833
4,3.5,2,F,4.917,2,4.333,5.5,2.917
4.5,5,1.5,F,4.917,2,4.333,5.5,2.917
4,3.5,2.5,M,5.083,1.583,2.167,6.25,2.833
3,3.5,2,M,5.083,1.583,2.167,6.25,2.833
3,3.5,2.5,M,5.083,1.583,2.167,6.25,2.833
4,4,2,F,4.917,2,4.333,5.5,2.917
4,3.5,1.5,M,5.083,1.583,2.167,6.25,2.833
4.5,4.5,1.5,F,4.917,2,4.333,5.5,2.917
4.5,4.5,2,M,5.083,1.583,2.167,6.25,2.833
3.5,4.5,1.5,M,5.083,1.583,2.167,6.25,2.833
2,2.5,2.5,M,2.75,5.917,5.917,1.917,4.917
2,2,2.5,M,2.75,5.917,5.917,1.917,4.917
3,3,4,F,4.25,3.333,3.583,5.583,2.833
3.5,3.5,3.5,F,4.25,3.333,3.583,5.583,2.833
3,3.5,4,F,4.25,3.333,3.583,5.583,2.833
2.5,3,2.5,M,2.75,5.917,5.917,1.917,4.917
3,3,4,F,4.25,3.333,3.583,5.583,2.833
2.5,3,2,M,2.75,5.917,5.917,1.917,4.917
2.5,3,2.5,F,4.25,3.333,3.583,5.583,2.833
2.5,3,2,M,2.75,5.917,5.917,1.917,4.917
3,3,2,F,4.25,3.333,3.583,5.583,2.833
3,3,2,F,4.25,3.333,3.583,5.583,2.833
2,2.5,2.5,M,2.75,5.917,5.917,1.917,4.917
2.5,3,2,F,4.25,3.333,3.583,5.583,2.833
2,3,2,M,2.75,5.917,5.917,1.917,4.917
4,4.5,1,F,4.25,3.333,3.583,5.583,2.833
2,3.5,1.5,M,2.75,5.917,5.917,1.917,4.917
3,3.5,2,F,4.25,3.333,3.583,5.583,2.833
2.5,3,2,M,2.75,5.917,5.917,1.917,4.917
3.5,4,1.5,F,4.25,3.333,3.583,5.583,2.833
2.5,3,2,M,2.75,5.917,5.917,1.917,4.917
3,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
3,3,2,M,2.75,5.917,5.917,1.917,4.917
3,4,1.5,F,4.25,3.333,3.583,5.583,2.833
2,3,1.5,M,2.75,5.917,5.917,1.917,4.917
2.5,3,2,F,4.25,3.333,3.583,5.583,2.833
2.5,3.5,2,M,2.75,5.917,5.917,1.917,4.917
3,3.5,2.5,M,2.75,5.917,5.917,1.917,4.917
3,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
2.5,3,2,M,2.75,5.917,5.917,1.917,4.917
2.5,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
2,3,1.5,F,4.25,3.333,3.583,5.583,2.833
3,4,2,M,2.75,5.917,5.917,1.917,4.917
2.5,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
3,3,1.5,M,2.75,5.917,5.917,1.917,4.917
3,3.5,2,M,2.75,5.917,5.917,1.917,4.917
2.5,3,2,M,2.75,5.917,5.917,1.917,4.917
3.5,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
3,3.5,2,M,2.75,5.917,5.917,1.917,4.917
4,4,1.5,F,4.25,3.333,3.583,5.583,2.833
2,2.5,2,M,2.75,5.917,5.917,1.917,4.917
2.5,3.5,2,M,2.75,5.917,5.917,1.917,4.917
1.5,3,1.5,F,4.25,3.333,3.583,5.583,2.833
3,3.5,2,M,2.75,5.917,5.917,1.917,4.917
2.5,2.5,3,M,2.75,5.917,5.917,1.917,4.917
3,3.5,2,F,4.25,3.333,3.583,5.583,2.833
3.5,3.5,2,F,4.25,3.333,3.583,5.583,2.833
2.5,2.5,2,M,2.75,5.917,5.917,1.917,4.917
3,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
3,3,2,M,2.75,5.917,5.917,1.917,4.917
2.5,3,2,M,2.75,5.917,5.917,1.917,4.917
4,4,2,F,4.25,3.333,3.583,5.583,2.833
2.5,3.5,2,M,2.75,5.917,5.917,1.917,4.917
3,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
3.5,4,1.5,F,4.25,3.333,3.583,5.583,2.833
2,2.5,2.5,M,2.75,5.917,5.917,1.917,4.917
2.5,2,1.5,F,4.25,3.333,3.583,5.583,2.833
2.5,3,2.5,M,2.75,5.917,5.917,1.917,4.917
3,4,1.5,F,4.25,3.333,3.583,5.583,2.833
3,3.5,2,F,4.25,3.333,3.583,5.583,2.833
3,2.5,2.5,M,2.75,5.917,5.917,1.917,4.917
3,4,1.5,F,4.25,3.333,3.583,5.583,2.833
2.5,2.5,2,M,2.75,5.917,5.917,1.917,4.917
2,3,1.5,F,4.25,3.333,3.583,5.583,2.833
3.5,4,1.5,M,2.75,5.917,5.917,1.917,4.917
2.5,3.5,1.5,F,4.25,3.333,3.583,5.583,2.833
3.5,4,2,M,2.75,5.917,5.917,1.917,4.917
3.5,4,1.5,F,4.25,3.333,3.583,5.583,2.833
3,4,2,M,2.75,5.917,5.917,1.917,4.917
3.5,4,2,F,4.25,3.333,3.583,5.583,2.833
2.5,3.5,1.5,M,2.75,5.917,5.917,1.917,4.917
4,4,1.5,F,4.25,3.333,3.583,5.583,2.833
3,3.5,2,M,2.75,5.917,5.917,1.917,4.917
3.5,3.5,2,F,4.25,3.333,3.583,5.583,2.833
3.5,3.5,2.5,F,4.25,3.333,3.583,5.583,2.833
3,3.5,2,M,2.75,5.917,5.917,1.917,4.917
3,3,4,M,5.417,5.75,4.333,2.5,5
3,3,4,F,6.083,6.167,5.25,2.667,4.917
4,3,4,M,5.417,5.75,4.333,2.5,5
2.5,3,4,F,6.083,6.167,5.25,2.667,4.917
4.5,4.5,5,M,5.417,5.75,4.333,2.5,5
4,4.5,4.5,F,6.083,6.167,5.25,2.667,4.917
4.5,4.5,5,M,5.417,5.75,4.333,2.5,5
4.5,4,4.5,M,5.417,5.75,4.333,2.5,5
4.5,4,4.5,F,6.083,6.167,5.25,2.667,4.917
4.5,4,4.5,F,6.083,6.167,5.25,2.667,4.917
4,4.5,4.5,M,5.417,5.75,4.333,2.5,5
3.5,3.5,4,F,6.083,6.167,5.25,2.667,4.917
3.5,3.5,4,M,5.417,5.75,4.333,2.5,5
4,3.5,3.5,F,6.083,6.167,5.25,2.667,4.917
4.5,4.5,4.5,M,5.417,5.75,4.333,2.5,5
3,2.5,4,F,6.083,6.167,5.25,2.667,4.917
3,3.5,3.5,M,5.417,5.75,4.333,2.5,5
3,2.5,3.5,F,6.083,6.167,5.25,2.667,4.917
2.5,3,4.5,M,5.417,5.75,4.333,2.5,5
3.5,4,4.5,F,6.083,6.167,5.25,2.667,4.917
4.5,4.5,4.5,M,5.417,5.75,4.333,2.5,5
4.5,4,4.5,F,6.083,6.167,5.25,2.667,4.917
2.5,2.5,4,F,6.083,6.167,5.25,2.667,4.917
4,4,4,M,5.417,5.75,4.333,2.5,5
3.5,3.5,4,M,5.417,5.75,4.333,2.5,5
3,4.5,4,F,6.083,6.167,5.25,2.667,4.917
3,3,4,M,5.417,5.75,4.333,2.5,5
3,3,4,F,6.083,6.167,5.25,2.667,4.917
3.5,3,2,F,6.083,6.167,5.25,2.667,4.917
4,3,4,M,5.417,5.75,4.333,2.5,5
2.5,3,3,F,6.083,6.167,5.25,2.667,4.917
4,4,4.5,M,5.417,5.75,4.333,2.5,5
4,4,2.5,F,6.083,6.167,5.25,2.667,4.917
2.5,2.5,4,M,5.417,5.75,4.333,2.5,5
3,3,4,M,5.417,5.75,4.333,2.5,5
3,4,4,M,5.417,5.75,4.333,2.5,5
3.5,3,3.5,F,6.083,6.167,5.25,2.667,4.917
3,3.5,3,F,6.083,6.167,5.25,2.667,4.917
3,2.5,3.5,M,5.417,5.75,4.333,2.5,5
3,4,4,M,5.417,5.75,4.333,2.5,5
3,3.5,4,F,6.083,6.167,5.25,2.667,4.917
4,4,4,M,5.417,5.75,4.333,2.5,5
4.5,4,4,F,6.083,6.167,5.25,2.667,4.917
3,3.5,3,F,6.083,6.167,5.25,2.667,4.917
2.5,3.5,4,M,5.417,5.75,4.333,2.5,5
2,2.5,3.5,F,6.083,6.167,5.25,2.667,4.917
2.5,3.5,4,M,5.417,5.75,4.333,2.5,5
4.5,4,3,F,6.083,6.167,5.25,2.667,4.917
4.5,4,3.5,F,6.083,6.167,5.25,2.667,4.917
3.5,4,4.5,M,5.417,5.75,4.333,2.5,5
3,3.5,4.5,M,5.417,5.75,4.333,2.5,5
3,2,3.5,F,6.083,6.167,5.25,2.667,4.917
3.5,4,2,F,6.083,6.167,5.25,2.667,4.917
2.5,3,4,M,5.417,5.75,4.333,2.5,5
3,3,3.5,M,5.417,5.75,4.333,2.5,5
3,3.5,2.5,F,6.083,6.167,5.25,2.667,4.917
3,2,3,M,5.417,5.75,4.333,2.5,5
2,3,2.5,F,6.083,6.167,5.25,2.667,4.917
3.5,4,4,M,5.417,5.75,4.333,2.5,5
4.5,4,3,F,6.083,6.167,5.25,2.667,4.917
3.5,4,2,F,6.083,6.167,5.25,2.667,4.917
2.5,3.5,3,M,5.417,5.75,4.333,2.5,5
4.5,4.5,2,F,6.083,6.167,5.25,2.667,4.917
3,4,4,M,5.417,5.75,4.333,2.5,5
4.5,4.5,1.5,F,6.083,6.167,5.25,2.667,4.917
3,3.5,2,F,6.083,6.167,5.25,2.667,4.917
3.5,3.5,2.5,F,6.083,6.167,5.25,2.667,4.917
2.5,3,3.5,M,5.417,5.75,4.333,2.5,5
3.5,4,2,F,6.083,6.167,5.25,2.667,4.917
3,3.5,2,M,5.417,5.75,4.333,2.5,5
3,4.5,2,F,6.083,6.167,5.25,2.667,4.917
3,3,4,M,5.417,5.75,4.333,2.5,5
2.5,2.5,2.5,F,6.083,6.167,5.25,2.667,4.917
3.5,3.5,1.5,F,6.083,6.167,5.25,2.667,4.917
4,3.5,4.5,M,5.417,5.75,4.333,2.5,5
3.5,4,2,F,6.083,6.167,5.25,2.667,4.917
3,3.5,4,M,5.417,5.75,4.333,2.5,5
2.5,3,4,M,5.417,5.75,4.333,2.5,5
3.5,4,2.5,F,6.083,6.167,5.25,2.667,4.917
2.5,3,4,M,5.417,5.75,4.333,2.5,5
3.5,4,3,F,6.083,6.167,5.25,2.667,4.917
3,3,4,M,5.417,5.75,4.333,2.5,5
3,3,3,F,6.083,6.167,5.25,2.667,4.917
4.5,4,5,M,5.417,5.75,4.333,2.5,5
2,2,2.5,F,4.083,5.917,5.5,2.167,4.333
1.5,1.5,2.5,M,4.75,2.167,2.167,6.083,2.833
2.5,2.5,3,F,4.083,5.917,5.5,2.167,4.333
3,3.5,2,M,4.75,2.167,2.167,6.083,2.833
2.5,2,2.5,F,4.083,5.917,5.5,2.167,4.333
2,2,2.5,M,4.75,2.167,2.167,6.083,2.833
2,2,3,F,4.083,5.917,5.5,2.167,4.333
2.5,2.5,2.5,M,4.75,2.167,2.167,6.083,2.833
2,2,3,F,4.083,5.917,5.5,2.167,4.333
2.5,3,2.5,M,4.75,2.167,2.167,6.083,2.833
2,2,2.5,F,4.083,5.917,5.5,2.167,4.333
2,2.5,3,M,4.75,2.167,2.167,6.083,2.833
3.5,3,3,F,4.083,5.917,5.5,2.167,4.333
2.5,3,2,M,4.75,2.167,2.167,6.083,2.833
1.5,1.5,3,F,4.083,5.917,5.5,2.167,4.333
3,3,2,M,4.75,2.167,2.167,6.083,2.833
2,1.5,3,F,4.083,5.917,5.5,2.167,4.333
3,3,2.5,M,4.75,2.167,2.167,6.083,2.833
3,2,3,F,4.083,5.917,5.5,2.167,4.333
2.5,2.5,2.5,M,4.75,2.167,2.167,6.083,2.833
2,1.5,4,F,4.083,5.917,5.5,2.167,4.333
1.5,1.5,3,M,4.75,2.167,2.167,6.083,2.833
3,3.5,2,F,4.083,5.917,5.5,2.167,4.333
2.5,2.5,2,M,4.75,2.167,2.167,6.083,2.833
4,3.5,2,M,4.75,2.167,2.167,6.083,2.833
2,1.5,2,F,4.083,5.917,5.5,2.167,4.333
2,2.5,3,M,4.75,2.167,2.167,6.083,2.833
3,3,3,F,4.083,5.917,5.5,2.167,4.333
2,1.5,3,M,4.75,2.167,2.167,6.083,2.833
2,2,3,F,4.083,5.917,5.5,2.167,4.333
2,1.5,2.5,M,4.75,2.167,2.167,6.083,2.833
3,2.5,3,F,4.083,5.917,5.5,2.167,4.333
3.5,3,2.5,M,4.75,2.167,2.167,6.083,2.833
2,2.5,2,M,4.75,2.167,2.167,6.083,2.833
2,2.5,2,M,4.75,2.167,2.167,6.083,2.833
3.5,2.5,2,F,4.083,5.917,5.5,2.167,4.333
3,2.5,2,M,4.75,2.167,2.167,6.083,2.833
2.5,2.5,2.5,F,4.083,5.917,5.5,2.167,4.333
2,2.5,2,M,4.75,2.167,2.167,6.083,2.833
2.5,3,3,F,4.083,5.917,5.5,2.167,4.333
3,3,2.5,M,4.75,2.167,2.167,6.083,2.833
3,2,2.5,F,4.083,5.917,5.5,2.167,4.333
2.5,2,3,M,4.75,2.167,2.167,6.083,2.833
2.5,2.5,2.5,F,4.083,5.917,5.5,2.167,4.333
3,3,2.5,M,4.75,2.167,2.167,6.083,2.833
2.5,3,3,F,4.083,5.917,5.5,2.167,4.333
2.5,1.5,3,M,4.75,2.167,2.167,6.083,2.833
2.5,3,4,F,4.083,5.917,5.5,2.167,4.333
2.5,2.5,2.5,M,4.75,2.167,2.167,6.083,2.833
1.5,1.5,2.5,M,4.75,2.167,2.167,6.083,2.833
2,2.5,3,M,4.75,2.167,2.167,6.083,2.833
2,2,3,F,4.083,5.917,5.5,2.167,4.333
2,2,2.5,M,4.75,2.167,2.167,6.083,2.833
3,3.5,2,M,4.75,2.167,2.167,6.083,2.833
2,1.5,3,F,4.083,5.917,5.5,2.167,4.333
2.5,2.5,3,F,4.083,5.917,5.5,2.167,4.333
1.5,2,2.5,M,4.75,2.167,2.167,6.083,2.833
3,3,2,F,4.083,5.917,5.5,2.167,4.333
1.5,1.5,2,M,4.75,2.167,2.167,6.083,2.833
1.5,2,2,M,4.75,2.167,2.167,6.083,2.833
3.5,3,3,F,4.083,5.917,5.5,2.167,4.333
3,2.5,3,M,4.75,2.167,2.167,6.083,2.833
3,2.5,2.5,M,4.75,2.167,2.167,6.083,2.833
3,3,3.5,F,4.083,5.917,5.5,2.167,4.333
3,3,2,M,4.75,2.167,2.167,6.083,2.833
3,3,2,M,4.75,2.167,2.167,6.083,2.833
2.5,3,3,F,4.083,5.917,5.5,2.167,4.333
2.5,2.5,3,F,4.083,5.917,5.5,2.167,4.333
2,2.5,2.5,M,4.75,2.167,2.167,6.083,2.833
2,2.5,4,F,4.083,5.917,5.5,2.167,4.333
2,2,3.5,M,4.75,2.167,2.167,6.083,2.833
2.5,2.5,3.5,M,4.75,2.167,2.167,6.083,2.833
2.5,2,4,F,4.083,5.917,5.5,2.167,4.333
3,3,3.5,M,4.75,2.167,2.167,6.083,2.833
3.5,2,4.5,M,4.75,2.167,2.167,6.083,2.833
2.5,2.5,3.5,F,4.583,5.083,5.25,2.667,4.333
4,4.5,2,M,5.167,2.083,2.583,5.833,3.25
2,2.5,3.5,F,4.583,5.083,5.25,2.667,4.333
4,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
2.5,3,2,F,4.583,5.083,5.25,2.667,4.333
4,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
3,2.5,2.5,F,4.583,5.083,5.25,2.667,4.333
3,4,2.5,M,5.167,2.083,2.583,5.833,3.25
3.5,2.5,3,F,4.583,5.083,5.25,2.667,4.333
3,3,2.5,M,5.167,2.083,2.583,5.833,3.25
3,3.5,2.5,M,5.167,2.083,2.583,5.833,3.25
2.5,2,3,F,4.583,5.083,5.25,2.667,4.333
4,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
4,3.5,1.5,M,5.167,2.083,2.583,5.833,3.25
2,2.5,3.5,F,4.583,5.083,5.25,2.667,4.333
3,4.5,2,M,5.167,2.083,2.583,5.833,3.25
4,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
3,3,2.5,F,4.583,5.083,5.25,2.667,4.333
3.5,4,2,M,5.167,2.083,2.583,5.833,3.25
2.5,3,3,F,4.583,5.083,5.25,2.667,4.333
4,3.5,2.5,M,5.167,2.083,2.583,5.833,3.25
2.5,3,3,F,4.583,5.083,5.25,2.667,4.333
4.5,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
2.5,2.5,2,F,4.583,5.083,5.25,2.667,4.333
4,4.5,2,M,5.167,2.083,2.583,5.833,3.25
2,2,3,F,4.583,5.083,5.25,2.667,4.333
3.5,4,2.5,M,5.167,2.083,2.583,5.833,3.25
3,3,2.5,F,4.583,5.083,5.25,2.667,4.333
4.5,5,1.5,M,5.167,2.083,2.583,5.833,3.25
3,2.5,3,F,4.583,5.083,5.25,2.667,4.333
4.5,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
2.5,2.5,3.5,F,4.583,5.083,5.25,2.667,4.333
4.5,5,1.5,M,5.167,2.083,2.583,5.833,3.25
3,3,2.5,F,4.583,5.083,5.25,2.667,4.333
5,5,1,M,5.167,2.083,2.583,5.833,3.25
3,3,2.5,F,4.583,5.083,5.25,2.667,4.333
4.5,4.5,2,M,5.167,2.083,2.583,5.833,3.25
3,3,4,F,4.583,5.083,5.25,2.667,4.333
4.5,4.5,2,M,5.167,2.083,2.583,5.833,3.25
3.5,4,3,F,4.583,5.083,5.25,2.667,4.333
4.5,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
2.5,2.5,3.5,F,4.583,5.083,5.25,2.667,4.333
3.5,3.5,3,F,4.583,5.083,5.25,2.667,4.333
2.5,3,2.5,M,5.167,2.083,2.583,5.833,3.25
3,2.5,3,F,4.583,5.083,5.25,2.667,4.333
3.5,4,2.5,F,4.583,5.083,5.25,2.667,4.333
4,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
3,3,3,F,4.583,5.083,5.25,2.667,4.333
4,4.5,1.5,M,5.167,2.083,2.583,5.833,3.25
3,3,3,F,4.583,5.083,5.25,2.667,4.333
4,4.5,2,M,5.167,2.083,2.583,5.833,3.25
2.5,3.5,3,F,4.583,5.083,5.25,2.667,4.333
3.5,4,2.5,M,5.167,2.083,2.583,5.833,3.25
3,3,2.5,F,4.583,5.083,5.25,2.667,4.333
3,3.5,2.5,M,5.167,2.083,2.583,5.833,3.25
3,2.5,2,F,4.583,5.083,5.25,2.667,4.333
3,3,2.5,M,5.167,2.083,2.583,5.833,3.25
2.5,3.5,2.5,F,4.583,5.083,5.25,2.667,4.333
2.5,3.5,3,M,5.167,2.083,2.583,5.833,3.25
4.5,4,4.5,M,5.167,2.083,2.583,5.833,3.25
2,2.5,3,F,3.667,6.417,6.25,1.333,3.75
3,3,2.5,M,5.833,1.333,3.333,6.417,3.75
2,3.5,2.5,M,5.833,1.333,3.333,6.417,3.75
3,3,3,F,3.667,6.417,6.25,1.333,3.75
2.5,3,2.5,M,5.833,1.333,3.333,6.417,3.75
2.5,3.5,3,F,3.667,6.417,6.25,1.333,3.75
3,3,2.5,M,5.833,1.333,3.333,6.417,3.75
2,3,3,F,3.667,6.417,6.25,1.333,3.75
3,4,2,M,5.833,1.333,3.333,6.417,3.75
3,2.5,3,F,3.667,6.417,6.25,1.333,3.75
2,4,2.5,M,5.833,1.333,3.333,6.417,3.75
3,2.5,3,F,3.667,6.417,6.25,1.333,3.75
2.5,3.5,3,M,5.833,1.333,3.333,6.417,3.75
3,2.5,3,F,3.667,6.417,6.25,1.333,3.75
3,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3,2.5,3,F,3.667,6.417,6.25,1.333,3.75
3,3,3,F,3.667,6.417,6.25,1.333,3.75
3,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3.5,2.5,3,F,3.667,6.417,6.25,1.333,3.75
2,4,2.5,M,5.833,1.333,3.333,6.417,3.75
3.5,3.5,2.5,F,3.667,6.417,6.25,1.333,3.75
2.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3.5,2.5,3,F,3.667,6.417,6.25,1.333,3.75
2.5,4,1.5,M,5.833,1.333,3.333,6.417,3.75
3,3,2.5,F,3.667,6.417,6.25,1.333,3.75
3.5,4,1.5,M,5.833,1.333,3.333,6.417,3.75
3.5,2.5,3,F,3.667,6.417,6.25,1.333,3.75
4,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3.5,2.5,2.5,F,3.667,6.417,6.25,1.333,3.75
3.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3,2.5,3,F,3.667,6.417,6.25,1.333,3.75
2.5,3.5,2.5,M,5.833,1.333,3.333,6.417,3.75
3.5,2.5,3,F,3.667,6.417,6.25,1.333,3.75
4,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
2.5,3.5,2.5,F,3.667,6.417,6.25,1.333,3.75
2,4,2,M,5.833,1.333,3.333,6.417,3.75
3,4.5,2,M,5.833,1.333,3.333,6.417,3.75
3,2.5,3,F,3.667,6.417,6.25,1.333,3.75
3,3.5,3.5,M,5.833,1.333,3.333,6.417,3.75
3,2.5,2.5,F,3.667,6.417,6.25,1.333,3.75
3.5,2.5,2.5,F,3.667,6.417,6.25,1.333,3.75
3.5,4.5,2,M,5.833,1.333,3.333,6.417,3.75
3,3,2.5,F,3.667,6.417,6.25,1.333,3.75
2.5,2.5,2.5,F,3.667,6.417,6.25,1.333,3.75
3.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
4,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3,3,3,F,3.667,6.417,6.25,1.333,3.75
2.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
2.5,2.5,2.5,F,3.667,6.417,6.25,1.333,3.75
4,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3,2,3,F,3.667,6.417,6.25,1.333,3.75
2.5,3.5,2,M,5.833,1.333,3.333,6.417,3.75
3.5,4,2,M,5.833,1.333,3.333,6.417,3.75
2,2,3,F,3.667,6.417,6.25,1.333,3.75
3.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
2.5,1.5,2.5,F,3.667,6.417,6.25,1.333,3.75
3,2.5,3,F,3.667,6.417,6.25,1.333,3.75
3,4,2,M,5.833,1.333,3.333,6.417,3.75
2.5,2,3,F,3.667,6.417,6.25,1.333,3.75
3.5,2,3,F,3.667,6.417,6.25,1.333,3.75
3.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3.5,4.5,1.5,M,5.833,1.333,3.333,6.417,3.75
3,1.5,2.5,F,3.667,6.417,6.25,1.333,3.75
2.5,4,2,M,5.833,1.333,3.333,6.417,3.75
2,3,3,F,2.333,6.667,5.833,1.667,4.333
2,2.5,3,M,2.667,5.083,4.583,4.417,2.917
2.5,2.5,3.5,M,2.667,5.083,4.583,4.417,2.917
2.5,2.5,3.5,F,2.333,6.667,5.833,1.667,4.333
2,3,2.5,M,2.667,5.083,4.583,4.417,2.917
2,2.5,2,F,2.333,6.667,5.833,1.667,4.333
2,3,2.5,M,2.667,5.083,4.583,4.417,2.917
2,2.5,3,F,2.333,6.667,5.833,1.667,4.333
2,3,2,F,2.333,6.667,5.833,1.667,4.333
2.5,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
2,3.5,2,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,2,M,2.667,5.083,4.583,4.417,2.917
2.5,4,2,F,2.333,6.667,5.833,1.667,4.333
3,3,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,3,M,2.667,5.083,4.583,4.417,2.917
2,3,3,F,2.333,6.667,5.833,1.667,4.333
2.5,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,2.5,F,2.333,6.667,5.833,1.667,4.333
2,3,2,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,2,M,2.667,5.083,4.583,4.417,2.917
3,3,1.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,1.5,F,2.333,6.667,5.833,1.667,4.333
2.5,3.5,2,M,2.667,5.083,4.583,4.417,2.917
2,3,2,F,2.333,6.667,5.833,1.667,4.333
3,3.5,2,M,2.667,5.083,4.583,4.417,2.917
2.5,3,2,M,2.667,5.083,4.583,4.417,2.917
3,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
3,4.5,1.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,3.5,F,2.333,6.667,5.833,1.667,4.333
2.5,4,3,F,2.333,6.667,5.833,1.667,4.333
2,3,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,4,2.5,M,2.667,5.083,4.583,4.417,2.917
1.5,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
3,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
2,3.5,2,M,2.667,5.083,4.583,4.417,2.917
2,3,3,F,2.333,6.667,5.833,1.667,4.333
3,3.5,2.5,F,2.333,6.667,5.833,1.667,4.333
1.5,3.5,2,M,2.667,5.083,4.583,4.417,2.917
2.5,3,2,F,2.333,6.667,5.833,1.667,4.333
2,3.5,2,F,2.333,6.667,5.833,1.667,4.333
3.5,2.5,3,M,2.667,5.083,4.583,4.417,2.917
2,3.5,3,M,2.667,5.083,4.583,4.417,2.917
3,4,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3,2.5,M,2.667,5.083,4.583,4.417,2.917
3,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
3,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,2.5,3,F,2.333,6.667,5.833,1.667,4.333
2,3,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,3.5,F,2.333,6.667,5.833,1.667,4.333
2.5,3,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3.5,2.5,M,2.667,5.083,4.583,4.417,2.917
2.5,3,2.5,F,2.333,6.667,5.833,1.667,4.333
2,3,2.5,F,2.333,6.667,5.833,1.667,4.333
1.5,4,1.5,F,2.333,6.667,5.833,1.667,4.333
4,1.5,5,M,6.083,6.083,5.583,2.083,5.917
3.5,3,4,F,5.583,6.25,5.333,2.583,4.917
4.5,1.5,5,M,6.083,6.083,5.583,2.083,5.917
3,3,4,F,5.583,6.25,5.333,2.583,4.917
5,2,5,M,6.083,6.083,5.583,2.083,5.917
3,2.5,3,F,5.583,6.25,5.333,2.583,4.917
